#{"t_start": 1756745020.2257838, "env_id": "None"}
r,l,t
49.5,1,39.706954
59.198713,11,39.803524
49.5,1,39.871602
54.016968,6,39.94099
52.174678,3,40.008654
68.134379,22,40.093996
51.719328,3,40.183585
62.937438,14,40.257517
72.901702,20,40.34429
56.103803,8,40.42442
60.323559,8,40.502414
48.5,3,40.572329
50.664346,2,40.640372
54.913999,5,40.709908
51.86679,4,40.776354
56.799659,7,40.855581
77.561077,17,40.93842
56.162886,7,41.009036
51.86679,5,41.082126
54.864624,11,41.154334
51.291351,2,41.222003
54.568935,8,41.295543
54.845054,6,41.368903
50.0,1,41.441682
53.998035,4,41.511058
52.154875,5,41.601752
62.819085,19,41.679318
51.60325,5,41.744554
61.782805,12,41.817093
56.121761,6,41.888045
54.040133,7,41.955133
50.061675,3,42.020438
55.52908,6,42.085985
50.454875,6,42.155403
66.999147,14,42.226694
49.5,1,42.289818
59.806763,10,42.358636
48.5,3,42.421678
67.821446,19,42.495496
55.562472,7,42.561561
50.385033,3,42.622941
54.606466,5,42.68632
54.874053,4,42.754653
50.273279,3,42.823774
50.0,1,42.887015
62.757246,9,42.959635
50.122449,3,43.0513
50.567348,3,43.173071
49.0,2,43.271573
49.5,1,43.367521
63.924328,14,43.455161
53.672108,6,43.559699
52.49486,7,43.638616
50.961263,2,43.717048
69.320217,21,43.808782
59.016248,13,43.887172
54.541552,4,43.965037
60.241637,12,44.043253
50.522439,3,44.116415
81.485252,21,44.22409
68.555326,13,44.326169
53.389096,5,44.414515
59.980941,11,44.589704
49.5,1,44.664373
52.437597,5,44.730972
54.023715,4,44.800755
52.678261,3,44.870057
52.888982,6,44.93729
51.699915,2,44.999465
53.297732,5,45.063125
50.0,4,45.128937
50.949404,4,45.197263
52.38379,7,45.264488
50.881928,6,45.330024
55.446113,11,45.402757
56.32924,7,45.48217
60.059289,8,45.552766
51.220612,3,45.625805
49.932577,4,45.705101
51.044136,4,45.775545
50.0,1,45.841738
50.0,2,45.904992
73.929546,12,45.972443
50.090272,3,46.047919
81.983037,18,46.128924
51.148704,5,46.205181
52.198638,8,46.288002
71.781548,12,46.381789
81.304348,23,46.479732
51.404325,4,46.550524
59.689781,8,46.623313
49.0,2,46.69188
52.503038,4,46.759583
57.976515,5,46.828225
62.612315,14,46.901904
69.20906,13,46.977
67.104634,24,47.060866
50.175795,7,47.131442
50.097432,3,47.201959
58.480331,7,47.271477
54.35631,3,47.336399
56.877314,6,47.404268
57.292895,7,47.469329
56.799659,7,47.537116
55.309749,8,47.607095
77.336957,18,47.679357
51.380857,4,47.743731
53.253273,5,47.811878
51.69035,5,47.877476
63.913043,11,47.95195
50.0,1,48.018077
51.973767,4,48.082644
56.653961,9,48.148046
49.0,2,48.208361
60.358837,8,48.280285
51.106499,7,48.349272
51.800986,3,48.413904
51.115727,2,48.475862
59.995087,7,48.542732
58.714624,12,48.608695
51.654875,6,48.672134
54.195263,6,48.735212
55.884058,6,48.796506
50.0,3,48.857669
55.17103,5,48.922306
61.213936,14,48.995255
58.999955,11,49.063433
49.812494,4,49.124172
64.74196,9,49.188347
53.071286,4,49.249955
51.047131,2,49.308357
62.532887,10,49.375578
53.208373,9,49.43945
53.89815,3,49.502521
53.522705,6,49.569108
51.427574,4,49.633299
52.150829,10,49.702377
50.0,1,49.764394
52.753273,6,49.831356
80.177866,20,49.902621
61.197169,9,49.970365
57.60517,7,50.033629
55.847226,4,50.098117
64.298867,13,50.1697
50.376835,5,50.234207
51.866408,5,50.299238
50.80325,3,50.362762
50.145866,3,50.430819
49.0,2,50.489924
62.173913,10,50.559769
49.0,2,50.618634
49.895828,4,50.682036
63.754628,11,50.749588
56.688289,15,50.819983
54.344891,5,50.884325
49.0,2,50.944098
59.149068,9,51.011138
58.655004,12,51.083076
60.6717,8,51.151812
52.458322,5,51.214279
55.639588,8,51.282398
49.0,2,51.34329
62.052174,14,51.4149
52.478856,4,51.476724
49.5,1,51.537275
50.498287,3,51.597692
49.5,1,51.657307
59.44834,8,51.72168
54.017391,4,51.786953
50.0,1,51.846087
53.955027,5,51.910261
53.790179,7,51.973718
49.5,1,52.035437
52.226734,9,52.107908
55.958964,7,52.180101
64.242036,14,52.255296
50.0,2,52.317819
50.547131,3,52.380707
50.0,1,52.440467
49.0,2,52.501307
50.336054,6,52.564019
55.662886,8,52.629928
65.362456,18,52.705928
60.635354,7,52.772032
58.596642,9,52.838193
49.961263,4,52.902341
52.974966,11,52.973827
57.795591,13,53.045605
54.390899,5,53.112571
84.782609,25,53.19121
52.044878,4,53.257184
54.017391,6,53.323387
49.5,1,53.384164
52.208266,4,53.446542
54.541552,3,53.50849
51.108993,4,53.569778
54.787338,6,53.635368
49.0,2,53.696072
52.024845,3,53.75621
56.683684,9,53.818789
56.792895,8,53.884803
50.0,1,53.944975
58.821687,16,54.01596
57.465698,9,54.086085
52.335515,3,54.14976
51.358569,4,54.211408
50.0,1,54.269996
70.150663,16,54.342139
66.76927,15,54.413781
50.324135,6,54.478976
53.873509,7,54.54686
51.295551,4,54.609586
52.372491,5,54.67726
50.63227,3,54.737603
52.092072,2,54.802643
55.167873,15,54.871419
51.941218,4,54.996124
69.830852,11,55.065339
59.44834,7,55.130119
54.348211,9,55.19868
51.123024,5,55.260864
49.0,2,55.333864
49.5,1,55.391211
64.083004,11,55.457058
65.357619,13,55.523784
52.051269,2,55.583927
59.147605,5,55.649411
55.818882,7,55.714018
49.0,2,55.774489
59.212932,7,55.8385
52.803351,3,55.903294
53.538075,6,55.96939
53.091291,5,56.041503
49.697715,3,56.112689
53.538075,6,56.178634
55.997052,4,56.242189
51.625024,6,56.308291
66.018444,13,56.382973
49.0,2,56.451759
57.257594,8,56.517512
58.772473,7,56.584394
49.5,1,56.646341
59.358837,10,56.712427
53.297732,5,56.776914
80.372671,17,56.849437
49.0,2,56.908786
49.5,1,56.967475
53.955027,5,57.032021
62.958277,12,57.099663
51.258124,9,57.170031
51.422527,5,57.233959
53.312954,4,57.301958
58.983826,10,57.37176
50.544136,5,57.437151
50.512409,2,57.501125
56.909699,4,57.562529
52.656435,4,57.627712
51.508533,6,57.691454
50.824989,4,57.752748
49.918489,4,57.815454
49.655812,4,57.880039
53.802585,5,57.944335
64.516757,14,58.015242
61.243697,16,58.087249
52.217987,4,58.150482
52.678261,4,58.213324
52.654875,4,58.275314
48.5,3,58.334481
49.0,2,58.393375
50.792692,2,58.452916
49.0,2,58.515051
51.973767,3,58.580297
66.626494,10,58.650077
57.51133,10,58.718331
49.5,1,58.78242
51.813776,3,58.848402
52.678261,4,58.910348
52.208266,2,58.975564
56.673583,7,59.04303
63.354105,15,59.113753
50.440154,3,59.177074
49.5,1,59.239342
50.811512,2,59.299519
55.397582,6,59.360335
49.0,2,59.419713
58.938244,13,59.486165
55.506075,7,59.547982
53.996307,5,59.61043
55.340887,6,59.675103
56.435268,9,59.742573
55.568935,6,59.809099
56.940411,9,59.878057
50.213787,3,59.943536
59.068855,12,60.014423
54.180883,11,60.082207
50.520761,3,60.144855
68.747826,17,60.218562
51.911787,8,60.282533
51.10325,4,60.343999
59.620142,12,60.412874
56.8102,9,60.478377
49.0,2,60.54084
66.038256,11,60.609461
51.207704,2,60.670326
51.232202,3,60.731035
54.261715,5,60.795004
56.360248,5,60.859311
57.412999,10,60.92714
57.916019,6,60.992004
52.212252,6,61.05528
49.0,2,61.113542
49.5,1,61.173372
50.0,2,61.233645
49.5,1,61.292013
60.248105,7,61.353868
49.0,2,61.412736
52.223602,4,61.47262
62.04566,14,61.541859
52.144763,4,61.603101
51.989723,3,61.665094
55.068935,7,61.728372
50.598209,3,61.78996
50.0,1,61.850783
52.909749,8,61.91496
61.000228,10,61.980018
50.678424,4,62.044131
54.297408,6,62.10714
62.047574,11,62.174666
49.282938,5,62.238798
58.047431,6,62.302868
59.187461,11,62.366426
57.924303,11,62.435042
50.22637,3,62.500155
55.540884,6,62.567064
51.488577,9,62.637729
51.336977,5,62.703252
51.115727,2,62.765805
52.069433,4,62.82868
64.57971,11,62.896298
59.969306,8,62.964374
50.422752,4,63.030005
53.972643,4,63.093618
59.988259,10,63.161955
57.984832,7,63.228204
54.283424,13,63.299785
53.53089,5,63.36447
49.993372,3,63.426142
67.425239,9,63.50317
52.062472,10,63.569025
55.703878,5,63.631333
51.73913,3,63.691924
50.0,2,63.751013
55.738742,5,63.813217
50.0,1,63.87768
50.0,2,63.938133
50.78163,3,64.002797
50.0,1,64.064169
69.184662,16,64.135467
59.18623,10,64.202295
62.645117,13,64.276243
51.800986,3,64.343204
58.834545,13,64.414037
55.182203,5,64.478746
49.0,2,64.540523
53.779336,4,64.605017
73.03233,11,64.676818
50.749427,2,64.738555
53.53089,5,64.809304
52.67572,12,64.877404
53.434536,4,64.941476
58.819462,13,65.015043
53.378077,4,65.08097
51.649978,8,65.14821
51.573265,3,65.213491
58.42881,5,65.279641
51.404325,4,65.343226
53.756336,6,65.409418
54.466862,6,65.473297
52.472377,4,65.535052
50.0,1,65.593834
64.93432,12,65.662953
50.124164,3,65.724933
50.78163,3,65.793118
58.480331,6,65.857744
66.014555,13,65.927138
48.0,4,65.987097
50.0,2,66.111495
50.061675,3,66.174138
50.0,1,66.234606
50.534717,3,66.296456
50.681653,2,66.35978
49.0,2,66.420988
49.0,2,66.484897
50.0,1,66.544819
49.5,1,66.604649
53.641217,14,66.674215
50.377206,3,66.738639
51.470732,3,66.8052
61.066362,9,66.877332
54.491174,6,66.944438
59.657074,9,67.01385
49.651625,3,67.078119
57.832798,11,67.147376
61.119498,15,67.220359
62.893215,7,67.286147
53.464405,4,67.350305
49.5,1,67.409143
66.599542,11,67.47692
51.73913,3,67.538091
49.0,2,67.599405
50.0,1,67.660271
58.028041,11,67.730729
55.941328,8,67.804151
60.81245,11,67.885588
52.755466,6,67.953931
54.840887,7,68.02126
55.703878,5,68.086372
51.12335,4,68.152945
63.913043,12,68.220613
57.203944,7,68.285711
52.749811,7,68.352622
49.5,1,68.413887
51.865154,4,68.476497
50.051625,3,68.537597
50.0,1,68.595492
50.606499,8,68.66193
51.60325,3,68.722862
53.892835,9,68.78804
56.709191,10,68.856917
51.86679,3,68.919652
50.458585,2,68.984029
50.0,1,69.047687
50.151676,4,69.113058
55.506388,8,69.182097
56.812328,5,69.246796
55.566598,7,69.315609
51.024818,4,69.37947
55.112723,8,69.444966
50.0,3,69.504984
52.149978,7,69.571354
53.779062,9,69.637959
69.080745,12,69.707433
55.5481,8,69.775845
54.049689,4,69.838696
57.917132,11,69.909222
54.963462,8,69.974931
53.717144,5,70.041053
49.0,2,70.103333
60.43899,8,70.173187
56.883676,13,70.242826
58.488007,11,70.311486
49.5,1,70.372682
62.227886,9,70.442714
58.695652,7,70.510626
52.975659,5,70.576923
51.617065,4,70.641263
55.87175,7,70.712283
54.249811,4,70.786867
50.0,2,70.851802
51.822464,3,70.914191
50.0,1,70.975714
50.76157,2,71.037858
51.094263,6,71.101949
49.0,2,71.161842
55.106703,7,71.230452
52.105994,3,71.297424
63.391304,12,71.36586
59.259582,10,71.436599
64.779176,9,71.506097
53.711065,3,71.568802
49.5,1,71.627918
49.30325,6,71.692138
51.927574,3,71.755626
60.031288,13,71.828038
51.893669,4,71.893387
55.500114,6,71.960472
50.0,2,72.024993
49.0,2,72.086854
59.221968,6,72.151523
51.023139,5,72.211927
53.108291,6,72.277671
61.465299,11,72.343239
70.410858,16,72.410169
55.703878,5,72.475141
56.329794,7,72.540172
51.220612,3,72.600648
55.662886,8,72.670373
58.833065,7,72.736095
60.40898,12,72.806515
58.189781,11,72.873505
56.673583,7,72.939587
50.254242,3,73.002922
62.458277,13,73.072801
53.947535,4,73.135787
53.191838,7,73.200275
59.528041,8,73.264979
48.5,3,73.323441
58.547869,10,73.389999
51.220612,3,73.449961
54.219794,10,73.516925
50.0,1,73.577714
50.306037,6,73.641989
54.386236,3,73.707314
64.39636,12,73.776003
53.114625,5,73.842453
52.037853,6,73.905217
53.09817,5,73.968596
63.982087,14,74.036341
55.247542,7,74.100355
63.309048,10,74.165229
55.575706,9,74.231349
54.195263,6,74.29571
57.141088,9,74.362184
55.734172,8,74.428091
65.895833,11,74.505384
50.051625,3,74.567012
49.0,2,74.627178
61.659956,13,74.694431
50.748327,5,74.756506
62.307615,9,74.819261
56.468259,6,74.883326
73.47774,14,74.950432
53.327502,8,75.018491
53.998035,6,75.080414
60.085268,8,75.146739
51.712252,7,75.207539
50.0,1,75.266798
53.754556,6,75.330664
55.921302,7,75.394912
51.888411,8,75.458779
52.078312,4,75.52049
48.5,3,75.580179
54.580451,13,75.649275
52.853747,4,75.713511
51.478261,4,75.779235
50.885033,2,75.841924
55.946113,10,75.910058
50.0,2,75.972012
56.02908,5,76.037864
51.010297,2,76.100422
51.7487,4,76.16511
50.828693,5,76.227549
52.193118,2,76.288033
51.901293,4,76.347672
53.345054,9,76.411745
50.0,4,76.471596
49.531823,4,76.537524
54.062282,4,76.59979
57.912951,9,76.666006
50.0,1,76.726334
49.0,2,76.785992
51.645089,4,76.847724
51.524818,3,76.909431
54.374053,5,76.974063
51.934536,7,77.039185
51.26454,6,77.101785
52.444266,4,77.161834
52.208266,4,77.223393
50.493372,2,77.284495
67.213329,15,77.411664
49.792692,4,77.474057
53.996307,5,77.538536
51.341567,3,77.598845
50.155812,3,77.661683
50.036097,4,77.727646
58.772473,6,77.792852
50.385033,3,77.853929
49.812494,4,77.91607
57.436569,4,77.978061
50.179284,3,78.045155
54.049689,4,78.106005
50.0,1,78.166192
52.422527,3,78.227829
65.673913,11,78.293975
49.932577,4,78.355622
55.717433,6,78.419553
51.924923,4,78.481251
56.276215,5,78.543442
53.312954,4,78.605036
54.156623,4,78.668148
50.674678,6,78.734378
56.799659,6,78.798769
49.5,1,78.85926
49.5,1,78.918596
53.790179,7,78.981725
61.751977,10,79.048439
50.812494,2,79.10798
54.156623,4,79.169837
50.909897,3,79.229268
49.5,1,79.289153
55.916352,9,79.354382
56.827178,8,79.419464
53.887461,12,79.488513
49.5,1,79.5485
49.512409,4,79.609403
50.236737,4,79.67335
48.5,3,79.734622
50.363764,3,79.797186
51.662207,3,79.857362
49.590272,4,79.918818
49.906735,4,79.97983
51.674678,4,80.042728
59.147605,7,80.106143
52.937483,5,80.169216
52.094263,4,80.233424
51.572194,5,80.296487
57.796301,6,80.360946
53.281934,8,80.428986
52.134696,4,80.49037
49.5,1,80.551309
51.237829,3,80.612834
52.141361,6,80.673525
54.67077,5,80.734193
54.466862,6,80.800204
55.099744,5,80.863199
51.527428,4,80.925331
56.490119,7,80.988364
49.5,1,81.050644
63.391304,15,81.119367
59.212932,6,81.187135
52.967634,5,81.251278
54.875194,10,81.31952
53.818923,9,81.388752
55.664016,6,81.461769
51.770067,4,81.526778
50.0,1,81.589194
52.193118,3,81.650683
50.0,2,81.713044
55.663482,7,81.779251
49.587952,6,81.844176
51.591291,8,81.912105
55.996562,9,81.97938
50.012409,3,82.045967
57.110665,8,82.114633
58.257594,6,82.180114
51.889668,4,82.244717
49.0,2,82.307109
51.69035,3,82.37144
49.5,1,82.436895
61.277064,13,82.505723
49.151625,4,82.566554
58.695652,7,82.631836
49.179284,5,82.693214
60.124224,10,82.760404
62.757246,10,82.827475
51.085385,5,82.892995
50.0,2,82.956735
53.998035,5,83.021226
58.368286,8,83.090399
66.284744,16,83.165146
54.258124,7,83.235226
52.092072,3,83.300957
55.500114,4,83.365937
52.336977,3,83.426687
57.257594,8,83.492032
56.062472,6,83.553874
51.108993,3,83.617095
48.5,3,83.677953
51.148704,5,83.744357
52.39681,8,83.809258
52.92397,6,83.876382
56.845997,11,83.94493
50.0,1,84.005473
50.0,1,84.065818
84.06164,18,84.139893
49.0,2,84.199917
56.035573,4,84.264729
52.7467,7,84.329281
55.356522,6,84.396575
57.660681,11,84.466056
56.490119,6,84.539419
53.539175,3,84.606223
49.0,2,84.667248
58.270794,10,84.73495
51.511225,5,84.798187
54.297538,5,84.860191
51.587584,9,84.927923
49.0,2,84.988163
49.033106,4,85.050437
60.600414,9,85.114738
52.024845,3,85.176503
51.973767,2,85.235652
48.5,3,85.296575
49.5,1,85.357586
49.5,1,85.419063
53.802585,4,85.486223
51.904875,6,85.555289
51.549085,4,85.617841
51.313776,4,85.680922
61.195652,7,85.747575
53.755665,5,85.815088
49.0,2,85.875687
51.830871,5,85.941598
51.674678,4,86.004334
50.95274,5,86.069618
54.506914,11,86.137596
53.874053,6,86.202895
54.673066,4,86.266047
56.173583,8,86.335833
57.347939,9,86.400694
55.847226,6,86.466664
49.0,2,86.525731
58.580357,12,86.593568
53.297408,8,86.660769
52.303233,4,86.727201
49.5,1,86.789468
49.5,1,86.851287
59.112319,7,86.914872
50.624633,3,86.976506
56.534464,5,87.038556
55.354814,6,87.102504
53.538075,6,87.164926
56.717391,6,87.230854
50.0,1,87.29181
53.344891,7,87.355608
51.10325,4,87.415504
51.145817,7,87.482774
50.651676,3,87.545335
54.230309,7,87.616368
57.847939,8,87.683735
51.524818,3,87.74574
63.309048,10,87.812527
56.385331,7,87.878203
58.841539,11,87.948234
63.330697,17,88.021342
51.376597,2,88.081975
51.645089,4,88.145678
54.386236,5,88.210843
54.08034,5,88.275149
57.374966,8,88.341477
55.217391,6,88.406077
59.506463,7,88.470274
