station_id,latitude,longitude,company_id,charger_type,rated_power_kw,station_connectors,operator_name
0996acdd11da6c450be4be93baeea3e8,51.490884,-0.017223,4,Slow,5.0,"('Type2',)",Char.gy
c386493506d9c67ef6701660db27a79e,51.490905,-0.021148,4,Slow,5.0,"('Type2',)",Char.gy
255c8b42091cbcfe8904a04dcf1f307a,51.496368,-0.025549,4,Slow,5.0,"('Type2',)",Char.gy
37b44f571a4697022bab0f733e150fb7,51.50941,-0.02101,4,Slow,5.0,"('Type2',)",Char.gy
8f626b44a3e98f14696103fbd6136837,51.510121,-0.022482,4,Slow,5.0,"('Type2',)",Char.gy
f131cf88305aca943f3052bab0c56ffe,51.511383,-0.029155,4,Slow,5.0,"('Type2',)",Char.gy
60b8f40cfe29f905dba0ddff131b6277,51.514107,-0.0414,4,Slow,5.0,"('Type2',)",Char.gy
22393d4c0c43b1b31bc3cae365051c8f,51.521129,-0.041286,4,Slow,5.0,"('Type2',)",Char.gy
95f17c1aabc6396443c61dada8e40055,51.530666,-0.052118,4,Slow,5.0,"('Type2',)",Char.gy
419323df2aa3e557c892fa6673b81e88,51.531918,-0.04552,4,Slow,5.0,"('Type2',)",Char.gy
2e543618283fba6fe366514e967915fd,51.512805,-0.018326,4,Slow,5.0,"('Type2',)",Char.gy
878182b342ecdb1a868c3e865d6d963d,51.524985,-0.073042,4,Slow,5.0,"('Type2',)",Char.gy
97529958094368490e2f7b653c57baf5,51.528113,-0.074557,4,Slow,5.0,"('Type2',)",Char.gy
002ce1207eebc8842e032af7afe81953,51.51651,-0.032745,4,Slow,5.0,"('Type2',)",Char.gy
da133ff1e842fe72646d1c300e76ef24,51.490883,-0.008283,4,Slow,5.0,"('Type2',)",Char.gy
daa3ea6264815d40f2805589c3f9423d,51.504898,-0.056838,4,Slow,5.0,"('Type2',)",Char.gy
