#{"t_start": 1756742815.8052583, "env_id": "None"}
r,l,t
52.458255,9,98.097869
59.704819,7,98.192944
49.395405,5,98.269154
52.926994,11,98.346832
50.258286,9,98.426816
49.0,1,98.500821
57.101449,6,98.604104
49.0,1,98.708202
54.026271,5,98.831118
53.37394,7,98.964552
49.099823,4,99.089431
49.325738,20,99.23588
51.520405,7,99.361619
51.109902,4,99.469429
48.859626,3,99.588338
49.862021,5,99.714004
50.0,2,99.808584
49.0,1,99.914066
50.0,3,100.016715
50.929586,10,100.137831
53.940633,6,100.252915
50.0,1,100.357549
49.0,1,100.450974
47.8939,4,100.551762
57.651167,8,100.662669
48.649834,3,100.764214
50.0,1,100.868073
51.555746,3,100.972036
46.0,4,101.066262
47.569562,4,101.175457
51.800725,5,101.297561
49.155132,6,101.412737
50.0,2,101.515896
46.34687,5,101.620293
49.139123,4,101.734937
52.23406,10,101.835084
48.209508,5,101.945195
49.0,1,102.03841
50.567655,4,102.134979
48.605187,3,102.23631
47.925266,4,102.343338
59.079972,6,102.451772
50.0,2,102.564015
47.277995,4,102.677613
48.0,2,102.773976
52.99998,11,102.890154
49.0,1,102.994713
63.580918,11,103.096627
48.914366,3,103.19945
52.276848,9,103.321879
49.0,1,103.427468
49.245017,9,103.553804
50.654627,5,103.661233
52.193118,3,103.777346
47.795907,8,103.904373
67.369216,10,104.024178
52.291544,16,104.146016
49.49423,5,104.268291
56.807246,8,104.391313
60.111761,9,104.516397
46.764641,8,104.627727
48.0,2,104.73331
55.854484,6,104.846337
50.0,3,104.94995
48.636847,3,105.061542
51.518795,3,105.172068
55.619263,7,105.276488
49.560322,4,105.384104
54.66909,4,105.507363
45.912117,22,105.645088
49.0,1,105.755685
50.431815,7,105.875784
48.0,2,105.982447
53.998035,4,106.099252
49.518795,5,106.223574
48.91821,9,106.351897
49.879843,2,106.466054
57.654072,7,106.578293
52.958558,9,106.701117
53.17676,5,106.817968
50.342358,4,106.927793
50.613322,7,107.170449
56.085783,6,107.282958
50.737157,3,107.379298
48.720674,3,107.491021
48.0,2,107.593534
50.064013,2,107.702886
50.0,1,107.799923
47.385461,7,107.911326
48.37417,3,108.022129
57.106955,5,108.12623
50.0,2,108.242534
51.245297,6,108.345759
61.574217,10,108.47251
50.151938,4,108.597574
47.37417,4,108.714183
55.783098,6,108.829809
50.962267,6,108.936907
49.841301,2,109.028111
49.385461,5,109.148014
51.784938,5,109.256913
54.073188,5,109.368019
49.271079,2,109.470555
58.151924,6,109.578093
48.944764,3,109.679588
53.559894,3,109.774178
52.138509,6,109.889741
57.354027,6,109.982865
66.886283,12,110.099106
48.0,2,110.202136
49.0,1,110.302506
50.362452,4,110.4269
59.166856,9,110.561545
49.0,1,110.684661
50.099432,7,110.80861
56.04081,11,110.94864
48.438459,5,111.077125
51.148604,6,111.195792
60.059289,6,111.296236
49.082773,19,111.414616
49.249978,4,111.517108
54.571558,3,111.625539
53.765084,8,111.725629
49.856444,4,111.82183
53.6419,14,111.934188
48.71706,3,112.03848
51.147694,5,112.13242
52.017638,6,112.230302
51.689695,7,112.332998
47.974521,3,112.441093
48.329721,6,112.559951
50.0,2,112.659868
50.889566,8,112.762991
49.0,1,112.866805
52.333244,11,112.990789
49.0,1,113.085569
48.67111,9,113.181947
63.463885,12,113.280171
47.42949,5,113.386002
47.224989,4,113.496686
48.491779,3,113.589382
53.002745,4,113.69675
50.0,1,113.788856
50.57848,3,113.885429
54.211989,3,113.999211
50.362452,4,114.108802
47.0,3,114.209965
48.672905,12,114.320211
49.364119,2,114.420863
51.124899,14,114.528292
50.0,3,114.613117
55.703878,4,114.705167
50.313161,2,114.802311
49.410856,4,114.914811
55.33984,5,115.018632
53.324415,5,115.105523
48.789833,5,115.207137
55.014493,6,115.316919
56.812328,5,115.419511
52.399201,4,115.521176
48.178414,7,115.614787
48.897716,3,115.709626
50.774067,7,115.820245
52.831956,4,115.923613
50.521291,3,116.022617
48.766177,8,116.133256
50.229652,4,116.237866
54.804063,13,116.341213
55.187541,4,116.438423
50.025806,4,116.538175
57.689692,13,116.644566
54.218427,6,116.753968
54.606466,3,116.8662
51.603099,7,116.977737
54.200792,6,117.076843
49.617179,4,117.180967
49.649039,5,117.278267
55.810798,6,117.384146
47.0,3,117.493006
49.157474,4,117.583715
49.157474,4,117.681808
55.921302,4,117.782299
47.0,3,117.874112
59.970209,8,117.973831
64.870785,13,118.090029
50.0,3,118.193826
49.990214,12,118.30338
46.0,4,118.391092
48.970841,4,118.482484
54.328502,5,118.578179
51.648384,3,118.674186
52.303233,3,118.767423
52.008727,5,118.868965
